eye_distance,nose_to_chin,mouth_width,jaw_width,nose_to_eye,image_name
200.2023975880409,160.70158679988197,148.56984889270097,328.25752085824325,147.10540438746634,image185.jpg
86.57944328765345,88.36288813749809,73.68174807915459,151.6047492659778,67.95586803212802,image184.jpg
110.22250223978767,99.18165152889924,74.54528824815154,183.98369492974098,81.27115109311545,image183.jpg
85.0,70.06425622241343,52.009614495783374,131.06105447462264,55.17245689653489,image182.jpg
126.03570922560003,113.03981599418853,91.08786966440702,211.03791128610044,80.2807573457052,image180.jpg
114.03946685248927,96.13012014972206,69.02897942168927,165.07574019219177,72.83543093852057,image177.jpg
70.11419257183242,55.036351623268054,45.09988913511872,109.29318368498559,46.400431032480725,image178.jpg
95.08417323613851,85.09406559801923,70.11419257183242,165.07574019219177,71.7007670809734,image179.jpg
159.05030650709227,136.23509092741122,94.08506789071261,247.00202428320299,105.47511554864494,image181.jpg
93.00537618869137,76.0,62.00806399170998,135.00370365289984,67.00746227100382,image176.jpg
70.178344238091,63.198101237299845,50.15974481593781,120.33702672078948,46.22769732530488,image165.jpg
97.082439194738,94.13288479590966,74.06078584514209,164.1097193952875,65.29931086925804,image167.jpg
36.0,35.014282800023196,28.0,62.03224967708329,24.839484696748443,image168.jpg
120.03749414245534,103.01941564578979,95.25754563287887,192.01041638411183,98.71676655968832,image169.jpg
86.09297300012354,73.10950690573696,47.01063709417264,143.0873858870865,60.876925020897694,image175.jpg
75.02666192761077,62.07253821135398,60.03332407921454,124.25779653607253,53.907327887774215,image173.jpg
100.04498987955368,97.0051545022222,69.00724599634447,163.07666908543356,69.42621983083913,image171.jpg
71.02816342831905,63.071388124885914,46.04345773288535,116.01724009818541,49.57822102496216,image170.jpg
85.05292469985967,70.02856560004639,49.01020301937138,146.05478424207814,59.413803110051795,image172.jpg
121.49897118905987,109.16501271011697,70.06425622241343,204.1984329028996,83.48652585896721,image174.jpg
92.0869154657707,71.11258679024411,54.00925846556311,155.08062419270823,65.29931086925804,image166.jpg
81.00617260431454,68.11754546370561,61.0,131.00381673829202,62.00806399170998,image163.jpg
126.01587201618692,115.00434774390054,64.07027391856539,205.00975586542216,87.20665112249179,image160.jpg
78.31347265956222,72.11102550927978,50.15974481593781,140.089257261219,46.61544808322666,image157.jpg
73.10950690573696,56.08029957123981,45.09988913511872,124.25779653607253,54.45181356024793,image162.jpg
52.0,49.01020301937138,34.0,89.00561780022652,38.18376618407357,image158.jpg
91.02197536858887,92.0,52.0,148.00337833982033,71.21797525905943,image161.jpg
159.20113064925135,132.03408650799233,101.04454463255303,272.4132889563209,131.60547101089682,image159.jpg
123.06502346320826,107.00467279516349,71.00704190430693,191.12822920751398,83.73768566183328,image156.jpg
66.007575322837,66.06814663663572,53.08483775994799,113.03981599418853,48.79549159502341,image164.jpg
96.13012014972206,72.0,53.150729063673246,160.0281225285106,72.86288492778748,image155.jpg
65.00769185258002,56.0,33.0,101.04454463255303,45.27692569068709,image26.jpg
101.49384217774002,103.31021246711285,68.11754546370561,167.96725871431016,68.00735254367721,image24.jpg
132.13629327327143,108.0,87.82368700982668,211.15160430363773,98.41239759298622,image23.jpg
133.06013678032951,115.27792503337315,92.19544457292888,218.1857007230309,94.17536832951598,image21.jpg
136.09188072769072,124.06449935416659,117.01709276853532,209.03827400741713,93.34880824091971,image22.jpg
87.69264507357501,73.68174807915459,65.76473218982953,138.92443989449805,55.00909015790027,image18.jpg
102.59142264341595,93.13431161500041,59.413803110051795,172.53985046939155,77.38862965578342,image19.jpg
102.00490184299969,88.0,72.11102550927978,177.0,82.75868534480233,image17.jpg
110.01818031580054,99.18165152889924,71.02816342831905,165.19382555047267,65.60487786742691,image20.jpg
77.0,66.007575322837,56.0357029044876,125.00399993600205,56.08029957123981,image16.jpg
145.00344823486094,133.0,82.0,260.1922366251537,113.84638773364749,image4.jpeg
154.35349040433132,130.04999038831184,105.11898020814318,253.21334877924585,94.87360012142472,image5.jpeg
102.0196059588548,87.09190547921202,63.12685640834652,175.0114281982751,75.66372975210778,image7.jpeg
147.00340132119393,126.19429464123962,112.11155159036913,245.05101509685693,100.4987562112089,image11.jpg
109.16501271011697,88.20430828479978,72.44308110509934,184.45866745696716,82.13403679352427,image6.jpeg
129.1394595001853,124.06449935416659,96.13012014972206,208.08652046684813,87.72684879784524,image12.jpg
133.24038426843418,130.18832512940628,73.33484846919642,227.8793540450736,104.65180361560904,image8.jpg
110.01818031580054,106.04244433244644,69.06518659932803,187.00267377767625,75.69015788066504,image9.jpg
112.04017136723775,110.07270324653611,67.11929677819934,201.12185361118767,88.23831367382311,image10.jpeg
101.04454463255303,81.15417426109393,71.17583859709698,174.01149387324966,75.7429864739964,image14.jpg
